timer,fight_result,is_round_over,player1_health,player1_x_coord,player1_is_jumping,player1_is_crouching,player2_health,player2_x_coord,player2_is_jumping,player2_is_crouching,player1_buttons_up,player1_buttons_down,player1_buttons_right,player1_buttons_left
148,0,0,160,219,1,0,155,331,0,0,0,1,1,0
148,0,0,160,219,1,0,155,331,0,0,0,0,0,0
148,0,0,160,219,1,0,155,331,0,0,0,0,1,0
148,0,0,160,219,1,0,155,331,0,0,0,0,0,0
148,0,0,160,219,1,0,155,331,0,0,0,0,0,0
148,0,0,160,219,1,0,155,331,0,0,0,0,0,1
148,0,0,160,219,1,0,155,331,0,0,0,1,0,1
148,0,0,160,219,1,0,155,331,0,0,0,0,0,0
148,0,0,160,219,1,0,155,331,0,0,0,1,0,0
148,0,0,160,219,1,0,155,331,0,0,0,1,1,0
148,0,0,160,219,1,0,155,331,0,0,0,0,0,0
148,0,0,160,219,1,0,155,331,0,0,0,0,1,0
148,0,0,160,219,1,0,155,331,0,0,0,0,0,0
148,0,0,160,219,1,0,155,331,0,0,0,0,0,0
148,0,0,160,219,1,0,155,331,0,0,0,0,0,1
148,0,0,160,219,0,0,155,331,0,0,0,1,0,1
148,0,0,160,219,0,0,155,329,0,0,0,0,0,0
148,0,0,160,219,0,0,155,326,0,0,0,1,0,0
148,0,0,160,219,0,0,155,325,0,0,0,1,1,0
148,0,0,160,219,0,0,155,322,0,0,0,0,0,0
148,0,0,160,219,0,0,155,322,0,0,0,0,1,0
148,0,0,160,219,0,0,155,319,0,0,0,0,0,0
148,0,0,160,219,0,0,155,318,0,0,0,0,0,0
148,0,0,160,219,0,0,155,316,0,0,0,0,0,1
148,0,0,160,218,0,0,155,315,0,0,0,1,0,1
148,0,0,160,218,0,0,155,312,0,0,0,0,0,0
148,0,0,160,218,0,1,155,311,0,0,0,1,0,0
148,0,0,160,218,0,1,155,309,0,0,0,1,1,0
148,0,0,160,218,0,1,155,308,0,0,0,0,0,0
147,0,0,160,218,0,1,155,305,0,0,0,0,1,0
147,0,0,160,218,0,0,155,302,0,0,0,0,0,0
147,0,0,160,218,0,0,155,302,0,0,0,0,0,0
147,0,0,160,239,0,0,155,296,0,0,0,0,0,1
147,0,0,160,218,0,0,155,296,0,0,0,1,0,1
147,0,0,160,218,0,0,155,295,0,0,0,0,0,0
147,0,0,160,218,0,0,155,293,0,0,0,1,0,0
147,0,0,160,218,0,0,155,292,0,0,0,1,1,0
147,0,0,160,218,0,0,155,289,0,0,0,0,0,0
147,0,0,160,218,0,0,155,289,0,0,0,0,1,0
147,0,0,160,218,0,0,155,287,0,0,0,0,0,0
147,0,0,160,218,0,0,155,284,0,0,0,0,0,0
147,0,0,160,218,0,0,155,282,0,0,0,0,0,1
147,0,0,160,218,0,0,155,280,0,0,0,1,0,1
147,0,0,160,218,0,0,155,277,0,0,0,0,0,0
147,0,0,160,218,0,0,155,277,0,0,0,1,0,0
147,0,0,160,218,0,0,155,276,0,0,0,1,1,0
147,0,0,160,218,0,0,155,273,0,0,0,0,0,0
147,0,0,160,218,0,0,155,271,0,0,0,0,1,0
147,0,0,160,218,0,0,155,270,0,0,0,0,0,0
147,0,0,160,218,0,0,155,269,0,0,0,0,0,0
147,0,0,160,218,0,0,155,269,0,1,0,0,0,1
147,0,0,160,218,0,0,155,269,0,1,0,1,0,1
147,0,0,160,218,0,0,155,269,0,1,0,0,0,0
147,0,0,160,239,0,0,155,262,0,1,0,1,0,0
147,0,0,160,218,0,0,155,269,0,1,0,1,1,0
147,0,0,160,218,0,0,155,269,0,1,0,0,0,0
147,0,0,160,218,0,0,155,269,0,1,0,0,1,0
147,0,0,160,218,0,0,155,269,0,1,0,0,0,0
147,0,0,160,218,0,0,155,269,0,0,0,0,0,0
147,0,0,160,239,0,0,150,267,0,0,0,0,0,1
146,0,0,160,218,0,0,150,271,0,0,0,1,0,1
146,0,0,160,218,0,0,150,271,0,0,0,0,0,0
146,0,0,160,218,0,0,150,271,0,0,0,1,0,0
146,0,0,160,218,0,0,150,271,0,0,0,1,1,0
146,0,0,160,218,0,0,150,271,0,0,0,0,0,0
146,0,0,160,218,0,0,150,271,0,0,0,0,1,0
146,0,0,160,218,0,0,150,271,0,0,0,0,0,0
146,0,0,160,218,0,0,150,271,0,0,0,0,0,0
146,0,0,160,218,0,0,150,271,0,0,0,0,0,1
146,0,0,160,218,0,0,150,271,0,0,0,1,0,1
146,0,0,160,218,0,0,150,271,0,0,0,0,0,0
146,0,0,160,218,0,0,150,271,0,0,0,1,0,0
146,0,0,160,218,0,0,150,273,0,0,0,1,1,0
146,0,0,160,218,0,0,150,275,0,0,0,0,0,0
146,0,0,160,218,0,0,150,279,0,0,0,0,1,0
146,0,0,160,218,0,0,150,281,0,0,0,0,0,0
146,0,0,160,218,0,0,150,283,0,0,0,0,0,0
146,0,0,160,218,0,0,150,286,0,0,0,0,0,1
146,0,0,160,239,0,0,150,283,0,0,0,1,0,1
146,0,0,160,218,0,0,150,287,0,0,0,0,0,0
146,0,0,160,218,0,0,150,287,0,0,0,1,0,0
146,0,0,160,218,0,0,150,287,0,0,0,1,1,0
146,0,0,160,218,0,0,150,288,0,0,0,0,0,0
146,0,0,160,218,0,0,150,289,0,0,0,0,1,0
146,0,0,160,218,0,0,150,291,0,0,0,0,0,0
146,0,0,160,218,0,0,150,292,0,0,0,0,0,0
146,0,0,160,218,0,0,150,293,0,0,0,0,0,1
146,0,0,160,218,0,0,150,295,0,0,0,1,0,1
146,0,0,160,218,0,0,150,296,0,0,0,0,0,0
146,0,0,160,218,0,0,150,296,0,0,0,1,0,0
146,0,0,160,218,0,0,150,297,0,0,0,1,1,0
145,0,0,160,218,0,0,150,299,0,0,0,0,0,0
145,0,0,160,218,0,0,150,299,0,0,0,0,1,0
145,0,0,160,218,0,0,150,298,0,0,0,0,0,0
145,0,0,160,218,0,0,150,296,0,0,0,0,0,0
145,0,0,160,218,0,0,150,294,0,0,0,0,0,1
145,0,0,160,218,0,0,150,291,0,0,0,1,0,1
145,0,0,160,236,0,0,150,288,0,0,0,0,0,0
145,0,0,160,218,0,0,150,286,0,0,0,1,0,0
145,0,0,160,218,0,0,150,285,0,0,0,1,1,0
145,0,0,160,233,0,0,150,282,0,0,0,0,0,0
145,0,0,160,220,1,0,150,282,0,0,0,0,1,0
145,0,0,160,224,1,0,150,279,0,0,0,0,0,0
145,0,0,160,239,1,0,150,276,0,0,0,0,0,0
145,0,0,160,240,1,0,150,276,0,0,0,0,0,1
145,0,0,160,227,1,0,150,279,0,0,0,1,0,1
145,0,0,160,227,1,0,130,279,0,0,0,0,0,0
145,0,0,160,227,1,0,130,279,0,0,0,1,0,0
145,0,0,160,227,1,0,130,279,0,0,0,1,1,0
145,0,0,160,227,1,0,130,279,0,0,0,0,0,0
145,0,0,160,227,1,0,130,279,0,0,0,0,1,0
145,0,0,160,227,1,0,130,279,0,0,0,0,0,0
145,0,0,160,227,1,0,130,279,0,0,0,0,0,0
145,0,0,160,227,1,0,130,279,0,0,0,0,0,1
145,0,0,160,227,1,0,130,279,0,0,0,1,0,1
145,0,0,160,227,1,0,130,279,0,0,0,0,0,0
145,0,0,160,227,1,0,130,279,0,0,0,1,0,0
145,0,0,160,228,1,0,130,280,0,0,0,1,1,0
145,0,0,160,228,1,0,130,281,0,0,0,0,0,0
145,0,0,160,228,1,0,130,283,0,0,0,0,1,0
145,0,0,160,228,1,0,130,284,0,0,0,0,0,0
145,0,0,160,228,1,0,130,286,0,0,0,0,0,0
145,0,0,160,228,1,0,130,286,0,0,0,0,0,1
144,0,0,160,228,1,0,130,288,0,0,0,1,0,1
144,0,0,160,228,1,0,130,289,0,0,0,0,0,0
144,0,0,160,228,1,0,130,292,0,0,0,1,0,0
144,0,0,160,228,1,0,130,293,0,0,0,1,1,0
144,0,0,160,228,1,0,130,293,0,0,0,0,0,0
144,0,0,160,228,1,0,130,296,0,0,0,0,1,0
144,0,0,160,228,1,0,130,298,0,0,0,0,0,0
144,0,0,160,228,1,0,130,298,0,0,0,0,0,0
144,0,0,160,228,1,0,130,301,0,0,0,0,0,1
144,0,0,160,228,1,0,130,302,0,0,0,1,0,1
144,0,0,160,228,1,0,130,303,0,0,0,0,0,0
144,0,0,160,228,0,0,130,305,0,0,0,1,0,0
144,0,0,160,228,0,0,130,307,0,0,0,1,1,0
144,0,0,160,228,0,0,130,307,0,0,0,0,0,0
144,0,0,160,228,0,0,130,309,0,0,0,0,1,0
144,0,0,160,228,0,0,130,310,0,0,0,0,0,0
144,0,0,160,228,0,0,130,312,0,0,0,0,0,0
144,0,0,160,227,0,0,130,314,0,0,0,0,0,1
144,0,0,160,227,0,0,130,314,0,0,0,1,0,1
144,0,0,160,227,0,0,130,316,0,0,0,0,0,0
144,0,0,160,227,0,1,130,317,0,0,0,1,0,0
144,0,0,160,227,0,1,130,318,0,0,0,1,1,0
144,0,0,160,227,0,1,130,320,0,0,0,0,0,0
144,0,0,160,227,0,0,130,322,0,0,0,0,1,0
144,0,0,160,227,0,0,130,323,0,0,0,0,0,0
144,0,0,160,227,0,0,130,325,0,0,0,0,0,0
144,0,0,160,227,0,0,130,325,0,0,0,0,0,1
144,0,0,160,227,0,0,130,328,0,0,0,1,0,1
144,0,0,160,227,0,0,130,330,0,0,0,0,0,0
144,0,0,160,227,0,0,130,331,0,0,0,1,0,0
144,0,0,160,227,0,0,130,331,0,0,0,1,1,0
137,0,0,160,229,1,0,130,331,0,0,0,0,0,0
137,0,0,160,231,1,0,130,331,1,0,0,0,1,0
137,0,0,160,231,1,0,130,331,1,0,0,0,0,0
137,0,0,160,236,1,0,130,336,1,0,0,0,0,0
137,0,0,160,237,1,0,130,337,1,0,0,0,0,1
137,0,0,160,237,1,0,130,338,1,0,0,1,0,1
137,0,0,160,237,1,0,130,340,1,0,0,0,0,0
137,0,0,160,237,1,0,130,343,1,0,0,1,0,0
137,0,0,160,237,1,0,130,343,1,0,0,1,1,0
137,0,0,160,237,1,0,130,346,1,0,0,0,0,0
137,0,0,160,237,1,0,130,347,1,0,0,0,1,0
137,0,0,160,237,1,0,130,350,1,0,0,0,0,0
137,0,0,160,237,1,0,130,352,1,0,0,0,0,0
137,0,0,160,237,1,0,130,353,1,0,0,0,0,1
137,0,0,160,237,1,0,130,354,1,0,0,1,0,1
137,0,0,160,237,1,0,130,356,1,0,0,0,0,0
137,0,0,160,237,1,0,130,357,0,0,0,1,0,0
137,0,0,160,237,1,0,130,358,0,0,0,1,1,0
137,0,0,160,237,1,0,130,359,0,0,0,0,0,0
137,0,0,160,237,1,0,130,360,0,0,0,0,1,0
137,0,0,160,237,1,0,130,360,0,0,0,0,0,0
137,0,0,160,237,1,0,130,361,0,0,0,0,0,0
137,0,0,160,237,1,0,130,361,0,0,0,0,0,1
137,0,0,160,237,0,0,130,361,0,0,0,1,0,1
137,0,0,160,237,0,0,130,361,0,0,0,0,0,0
137,0,0,160,237,0,0,130,361,0,0,0,1,0,0
137,0,0,160,237,0,0,130,361,0,0,0,1,1,0
137,0,0,160,237,0,0,130,361,0,0,0,0,0,0
137,0,0,160,237,0,0,130,361,0,0,0,0,1,0
137,0,0,160,237,0,0,130,361,0,0,0,0,0,0
137,0,0,160,237,0,0,130,361,0,0,0,0,0,0
137,0,0,160,237,0,0,130,361,0,0,0,0,0,1
136,0,0,160,237,0,0,130,361,0,0,0,1,0,1
136,0,0,160,237,0,0,130,361,0,0,0,0,0,0
136,0,0,160,237,0,0,130,361,0,0,0,1,0,0
136,0,0,160,237,0,0,130,361,0,0,0,1,1,0
136,0,0,160,237,0,0,130,361,0,0,0,0,0,0
136,0,0,160,240,1,0,130,361,0,0,0,0,1,0
136,0,0,160,242,1,0,130,361,0,0,0,0,0,0
136,0,0,160,243,1,0,130,361,0,0,0,0,0,0
136,0,0,160,246,1,0,130,361,0,0,0,0,0,1
136,0,0,160,247,1,0,130,361,0,0,0,1,0,1
136,0,0,160,247,1,0,130,361,0,0,0,0,0,0
136,0,0,160,248,1,0,130,361,0,0,0,1,0,0
136,0,0,160,248,1,0,130,361,0,0,0,1,1,0
136,0,0,160,248,1,0,130,361,0,0,0,0,0,0
136,0,0,160,248,1,0,130,361,0,0,0,0,1,0
136,0,0,160,248,1,0,130,361,0,0,0,0,0,0
136,0,0,160,248,1,0,130,361,0,0,0,0,0,0
136,0,0,160,248,1,0,130,361,0,0,0,0,0,1
136,0,0,160,248,1,0,130,361,0,0,0,1,0,1
136,0,0,160,248,1,0,130,361,0,0,0,0,0,0
136,0,0,160,248,1,0,130,361,0,0,0,1,0,0
136,0,0,160,248,1,0,130,361,0,0,0,1,1,0
136,0,0,160,248,1,0,130,361,0,0,0,0,0,0
136,0,0,160,248,1,0,130,361,0,0,0,0,1,0
136,0,0,160,248,1,0,130,361,0,0,0,0,0,0
136,0,0,160,248,1,0,130,361,0,0,0,0,0,0
136,0,0,160,248,1,0,130,361,0,0,0,0,0,1
136,0,0,160,248,1,0,130,360,0,0,0,1,0,1
136,0,0,160,248,0,0,130,357,0,0,0,0,0,0
136,0,0,160,248,0,0,130,356,0,0,0,1,0,0
136,0,0,160,248,0,0,130,354,0,0,0,1,1,0
135,0,0,160,248,0,0,130,351,0,0,0,0,0,0
135,0,0,160,248,0,0,130,350,0,0,0,0,1,0
135,0,0,160,248,0,0,130,348,0,0,0,0,0,0
135,0,0,160,248,0,0,130,347,0,0,0,0,0,0
135,0,0,160,248,0,0,130,345,0,0,0,0,0,1
135,0,0,160,247,0,0,130,344,0,0,0,1,0,1
135,0,0,160,247,0,1,130,341,0,0,0,0,0,0
135,0,0,160,247,0,1,130,340,0,0,0,1,0,0
135,0,0,160,247,0,1,130,338,0,0,0,1,1,0
135,0,0,160,247,0,1,130,337,0,0,0,0,0,0
135,0,0,160,247,0,1,130,334,0,0,0,0,1,0
135,0,0,160,247,0,0,130,332,0,0,0,0,0,0
135,0,0,160,247,0,0,130,329,0,0,0,0,0,0
135,0,0,160,247,0,0,130,328,0,0,0,0,0,1
135,0,0,160,247,0,0,130,325,0,0,0,1,0,1
135,0,0,160,247,0,0,130,324,0,0,0,0,0,0
135,0,0,160,247,0,0,130,322,0,0,0,1,0,0
135,0,0,160,247,0,0,130,321,0,0,0,1,1,0
135,0,0,160,247,0,0,130,319,0,0,0,0,0,0
135,0,0,160,247,0,0,130,318,0,0,0,0,1,0
135,0,0,160,327,0,0,130,260,0,0,0,0,0,0
135,0,0,160,298,0,0,130,304,0,0,0,0,0,0
135,0,0,160,298,0,0,130,304,0,0,0,0,0,1
135,0,0,160,301,0,0,130,303,0,0,0,1,0,1
135,0,0,160,305,0,0,130,302,0,0,0,0,0,0
135,0,0,133,287,0,0,130,276,0,0,0,1,0,0
135,0,0,133,247,0,0,130,315,0,0,0,1,1,0
135,0,0,133,308,0,0,130,289,0,0,0,0,0,0
135,0,0,133,247,0,0,130,315,0,0,0,0,1,0
135,0,0,133,247,0,0,130,315,0,0,0,0,0,0
135,0,0,133,247,0,0,130,315,0,0,0,0,0,0
135,0,0,133,319,0,0,130,289,0,0,0,0,0,1
134,0,0,133,322,0,0,130,289,0,0,0,1,0,1
134,0,0,133,247,0,0,130,315,0,0,0,0,0,0
134,0,0,133,326,0,0,130,302,0,0,0,1,0,0
134,0,0,133,329,0,0,130,302,0,0,0,1,1,0
134,0,0,133,247,0,0,130,315,0,0,0,0,0,0
134,0,0,133,246,0,0,130,315,0,0,0,0,1,0
134,0,0,133,244,0,0,130,314,0,0,0,0,0,0
134,0,0,133,336,0,0,130,301,0,0,0,0,0,0
134,0,0,133,241,0,0,130,313,0,0,0,0,0,1
134,0,0,133,240,0,0,130,313,0,0,0,1,0,1
134,0,0,133,240,0,0,130,313,0,0,0,0,0,0
134,0,0,133,237,0,0,130,312,0,0,0,1,0,0
134,0,0,133,346,0,0,130,299,0,0,0,1,1,0
134,0,0,133,350,0,0,130,298,0,0,0,0,0,0
134,0,0,133,232,0,0,130,311,0,0,0,0,1,0
134,0,0,133,353,0,0,130,285,0,0,0,0,0,0
134,0,0,133,357,0,0,130,297,0,0,0,0,0,0
134,0,0,133,228,0,0,130,310,0,0,0,0,0,1
134,0,0,133,360,0,0,130,296,0,0,0,1,0,1
134,0,0,133,364,0,0,130,296,0,0,0,0,0,0
134,0,0,133,224,0,0,130,308,0,0,0,1,0,0
134,0,0,133,224,0,0,130,308,0,0,0,1,1,0
134,0,0,133,221,0,0,130,308,0,0,0,0,0,0
134,0,0,133,371,0,0,130,294,0,0,0,0,1,0
134,0,0,133,219,0,0,130,307,0,0,0,0,0,0
134,0,0,133,215,0,0,130,306,0,0,0,0,0,0
134,0,0,133,378,0,0,130,280,0,0,0,0,0,1
134,0,0,133,213,0,0,130,305,0,0,0,1,0,1
134,0,0,133,212,0,0,130,305,0,0,0,0,0,0
134,0,0,133,385,0,0,130,292,0,0,0,1,0,0
134,0,0,133,210,0,0,130,304,0,0,0,1,1,0
133,0,0,133,207,0,0,130,304,0,0,0,0,0,0
133,0,0,133,207,0,0,130,304,0,0,0,0,1,0
133,0,0,133,204,0,0,130,303,0,0,0,0,0,0
133,0,0,133,395,0,0,130,290,0,0,0,0,0,0
133,0,0,133,203,0,0,130,302,0,0,0,0,0,1
133,0,0,133,200,0,0,130,300,0,0,0,1,0,1
133,0,0,133,198,0,0,130,297,0,0,0,0,0,0
133,0,0,133,197,0,0,130,295,0,0,0,1,0,0
133,0,0,133,196,0,0,130,294,0,0,0,1,1,0
133,0,0,133,409,0,0,130,289,0,0,0,0,0,0
133,0,0,133,195,0,0,130,289,0,0,0,0,1,0
133,0,0,133,195,0,0,130,288,0,0,0,0,0,0
133,0,0,133,195,0,0,130,288,0,0,0,0,0,0
133,0,0,133,193,1,0,130,285,0,0,0,0,0,1
133,0,0,133,190,1,0,130,282,0,0,0,1,0,1
133,0,0,133,189,1,0,130,281,0,0,0,0,0,0
133,0,0,133,187,1,0,130,279,0,0,0,1,0,0
133,0,0,133,184,1,0,130,276,0,0,0,1,1,0
133,0,0,133,183,1,0,130,275,0,0,0,0,0,0
133,0,0,133,183,1,0,130,275,0,0,0,0,1,0
133,0,0,133,180,1,0,130,272,0,0,0,0,0,0
133,0,0,133,177,1,0,130,269,0,0,0,0,0,0
133,0,0,133,176,1,0,130,268,0,0,0,0,0,1
133,0,0,133,174,1,0,130,266,0,0,0,1,0,1
133,0,0,133,171,1,0,130,263,0,0,0,0,0,0
133,0,0,133,171,1,0,130,263,0,0,0,1,0,0
133,0,0,133,168,0,0,130,260,0,0,0,1,1,0
133,0,0,133,168,0,0,130,259,0,0,0,0,0,0
133,0,0,133,167,0,0,130,256,0,0,0,0,1,0
133,0,0,133,167,0,0,130,256,0,0,0,0,0,0
133,0,0,133,166,0,0,130,253,0,0,0,0,0,0
132,0,0,133,165,0,0,130,250,0,0,0,0,0,1
132,0,0,133,165,0,0,130,249,0,0,0,1,0,1
132,0,0,133,165,0,0,130,249,0,0,0,0,0,0
132,0,0,133,165,0,0,130,246,0,0,0,1,0,0
132,0,0,133,165,0,0,130,244,0,0,0,1,1,0
132,0,0,133,164,0,0,130,242,0,0,0,0,0,0
132,0,0,133,164,0,0,130,240,0,0,0,0,1,0
132,0,0,133,164,0,0,130,237,0,0,0,0,0,0
132,0,0,133,164,0,0,130,236,0,0,0,0,0,0
132,0,0,133,164,0,0,130,234,0,0,0,0,0,1
132,0,0,133,164,0,0,130,233,0,0,0,1,0,1
132,0,0,133,164,0,0,130,231,0,0,0,0,0,0
132,0,0,133,164,0,0,130,230,0,0,0,1,0,0
132,0,0,133,164,0,0,130,227,0,0,0,1,1,0
132,0,0,133,164,0,0,130,226,0,0,0,0,0,0
132,0,0,133,164,0,0,130,224,0,0,0,0,1,0
132,0,0,133,164,0,0,130,221,0,0,0,0,0,0
132,0,0,133,164,0,0,130,221,0,0,0,0,0,0
132,0,0,133,164,0,0,130,221,0,0,0,0,0,1
132,0,0,133,164,0,0,130,221,0,0,0,1,0,1
132,0,0,133,164,0,0,130,221,0,0,0,0,0,0
132,0,0,133,164,0,0,130,221,0,0,0,1,0,0
